Blog	yet	week	real	heart	both	him	times	once	such	did	without	doesn	city	found	young	lot	name	track	bit	because	pretty	black	any	friends	everything	its	different	lost	why	play	high	came	red	until	three	white	enough	point	went	kind	tell	b	fun	hard	light	does	left	free	didn	set	head	sounds	bad	far	past	sometimes	put	each	together	maybe	might	dark	th	between	along	doing	early	said	thought	morning	blue	happy	pop	beautiful	used	least	quite	group	girl	sure	video	anything	change	four	single	played	summer	art	couple	john	coming	later	school	makes	give	late	record	face	though	style	ago	dance	probably	words	almost	yes	dead	sun	story	turn	wasn	fire	friend	run	fall	help	side	eyes	under	release	soul	perfect	stuff	start	room	listen	whole	remember	half	comes	hear	oh	heard	looking	records	radio	myself	favorite	actually	call	blog	getting	tracks	guitar	released	cover	line	won	already	having	playing	course	often	called	feeling	working	close	e	making	version	future	number	trying	took	someone	try	done	saw	break	hit	hand	list	sense	voice	isn	idea	la	bands	death	family	o	self	hope	shows	read	recorded	stop	felt	moment	dream	believe	cool	five	lyrics	finally	use	small	american	stay	stage	everyone	r	sort	country	st	rest	months	listening	taken	punk	anyone	deep	below	beat	must	return	experience	baby	yeah	moon	rather	sweet	during	street	project	open	true	seen	talk	either	watch	seems	gets	major	less	club	write	albums	front	artists	super	writing	become	party	across	picture	nice	gone	hours	david	anyway	classic	started	instead	note	age	fan	order	clear	wanted	check	singer	worth	musical	star	boy	bob	tour	cut	short	solo	machine	original	space	else	follow	recently	beach	hell	seem	decided	taking	knows	haven	yourself	title	miss	final	waiting	book	wrong	vocals	month	however	king	perhaps	sea	green	girls	behind	works	enjoy	god	talking	low	soon	reason	game	london	trip	hot	debut	easy	slow	wait	especially	mark	road	others	sing	ones	following	feels	special	amazing	case	local	seeing	matter	guys	previous	leave	move	history	mix	including	artist	mean	complete	couldn	singing	able	itself	guy	heavy	weekend	recent	cold	attention	reading	audience	blood	wish	several	drive	fact	bring	certainly	important	simple	wouldn	straight	alone	power	word	definitely	please	lead	needed	saying	turned	stars	bass	label	goes	link	near	com	rain	mostly	written	form	shit	themselves	minutes	studio	inside	guess	means	air	ready	based	simply	boys	although	given	outside	known	material	walk	sad	blues	indie	james	whatever	exactly	die	living	earlier	energy	york	kids	door	scene	l	born	lives	men	deal	interesting	n	electric	job	liked	town	mr	happen	forever	against	dreams	hold	etc	told	x	ride	piece	running	sleep	wild	minute	huge	wave	third	personal	wonder	u	entire	somewhere	december	himself	pink	sunday	spent	forward	due	example	gold	person	car	takes	hands	weeks	modern	mine	fans	watching	wall	knew	review	upon	paul	eventually	state	above	looks	longer	water	c	sky	west	places	thanks	non	fantastic	performance	needs	despite	g	opening	theme	de	ep	touch	moved	broken	national	ten	series	worked	brilliant
Lo importante es que estes tú bien	0	0	1	5	0	2	2	2	0	0	0	0	3	0	1	0	1	0	0	1	1	1	0	3	0	0	0	4	5	0	4	0	4	2	0	3	2	1	0	0	1	0	0	0	6	0	2	2	2	0	1	2	2	4	2	1	0	0	0	1	0	1	0	1	1	0	0	0	0	14	2	3	0	0	1	0	0	0	7	1	0	4	1	0	0	0	10	0	0	5	1	0	0	0	0	1	1	1	0	4	0	3	0	0	0	1	0	10	0	1	0	2	1	0	1	0	0	11	1	7	1	0	0	0	1	0	0	2	0	3	0	3	0	1	2	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	3	0	2	0	1	0	0	0	1	2	11	1	8	1	3	1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	6	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	1	2	4	0	0	0	0	2	1	1	0	0	0	2	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	13	0	4	1	1	0	0	0	0	2	3	1	0	0	0	0	1	0	0	4	1	0	2	9	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	1	2	0	5	0	0	0	1	0	1	0	0	0	0	0	1	0	0	3	2	4	0	4	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	3	2	1	1	0	0	0	1	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	3	1	1	1	1	0	3	2	0	0	1	0	1	1	1	0	0	7	1	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	1	0	1	1	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	0	0	0	0
symmetry/symmetry	0	0	0	1	1	1	0	1	0	1	0	0	0	3	0	0	2	0	0	1	0	2	0	4	0	2	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	6	1	2	2	4	3	0	0	0	2	0	0	0	0	0	1	1	5	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	1	0	1	0	4	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	2	2	0	1	0	0	0	2	0	0	1	0	0	0	1	0	3	2	0	1	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	4	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kid F	4	2	4	1	6	10	1	3	5	4	5	0	1	1	1	1	1	0	6	4	1	1	5	13	4	9	0	0	5	1	1	6	1	4	9	0	8	5	8	5	3	1	0	4	0	2	5	2	12	7	5	3	4	4	1	1	4	2	0	5	3	0	1	2	0	0	0	9	16	0	0	2	4	1	3	3	2	4	6	0	1	2	0	2	4	1	1	0	0	1	2	7	2	0	1	3	1	2	3	0	3	1	0	3	3	3	4	2	0	2	3	1	1	3	1	3	0	4	0	1	0	1	1	2	5	1	2	4	0	0	2	2	3	3	1	0	10	0	2	1	6	2	0	0	1	0	1	1	1	3	0	3	2	1	2	3	2	1	3	2	3	4	7	3	1	6	3	1	0	0	6	0	0	1	1	3	0	0	0	1	0	1	3	1	2	0	2	4	1	0	0	0	1	0	2	2	1	1	2	2	2	0	0	0	1	0	1	0	3	0	3	0	0	0	7	1	4	0	0	0	1	0	7	0	1	4	1	1	2	0	1	2	0	0	1	4	4	0	5	0	0	3	3	1	2	2	0	4	5	1	2	0	2	4	0	1	0	1	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	6	0	0	2	2	0	0	0	2	1	4	0	1	1	0	2	2	0	3	2	1	1	1	0	2	4	2	1	1	1	0	0	3	0	2	0	0	0	2	0	2	2	0	0	0	1	7	0	7	2	3	0	1	0	0	0	0	0	0	7	0	1	3	1	0	1	1	4	1	2	0	0	1	4	2	1	0	3	1	1	3	2	4	2	2	0	1	2	0	3	1	0	0	0	0	0	1	0	1	0	2	1	3	0	5	0	0	1	1	2	2	0	1	0	0	2	1	2	0	3	0	0	0	0	2	0	1	4	0	0	0	1	4	2	0	0	2	0	0	0	0	2	3	0	1	3	0	0	0	0	0	2	0	0	1	1	0	2	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	2	0	2	0	3	1	1	1	2	0	2	0	0	0	3	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	2	0	1
bittersweet	10	3	7	7	4	27	8	7	8	20	7	8	1	5	5	6	4	0	32	13	11	13	6	6	4	0	2	2	16	2	0	5	3	1	0	1	11	3	12	13	7	0	6	8	2	7	12	2	6	0	7	1	15	7	4	21	7	5	5	38	2	0	6	0	1	6	2	13	16	3	1	11	1	15	6	11	11	0	6	10	3	11	8	0	3	3	3	0	2	0	2	1	1	9	16	2	0	11	7	3	8	0	19	19	8	21	2	1	1	4	5	2	5	2	4	5	4	13	1	0	3	3	4	2	6	3	0	13	3	1	3	4	3	9	0	0	6	0	5	4	5	2	0	3	0	3	1	8	4	7	1	7	5	3	12	4	4	2	0	1	0	2	3	4	20	3	3	9	1	5	0	1	4	3	4	3	0	1	1	11	0	2	25	0	5	0	7	12	8	4	2	7	0	2	4	2	2	2	1	0	4	3	2	3	0	6	3	1	2	0	12	1	2	1	3	1	1	3	0	0	4	6	5	0	0	1	7	1	8	2	1	1	0	2	3	0	7	0	3	0	2	5	7	2	2	4	8	1	3	0	13	0	2	5	0	5	5	2	0	4	2	0	2	0	0	2	0	0	1	3	0	0	0	2	8	0	2	5	6	2	2	2	7	0	4	1	3	0	6	3	3	0	3	0	0	4	2	0	0	1	0	5	4	5	1	5	4	4	2	0	11	0	5	4	4	3	0	0	8	1	9	0	6	5	3	0	2	5	5	2	1	9	7	1	0	0	0	9	2	3	1	3	1	2	2	7	1	1	3	4	2	0	9	1	0	1	1	5	4	2	1	2	5	0	3	2	9	1	4	3	4	0	0	0	5	0	2	0	0	5	0	1	4	1	2	0	0	10	4	3	1	0	2	1	0	0	3	1	1	1	4	0	0	1	5	6	1	3	1	0	0	1	3	0	0	1	3	27	3	1	1	0	2	2	1	4	6	4	1	0	0	4	3	0	4	1	2	7	0	0	1	0	1	0	26	0	0	1	0	0	0	2	5	1	4	0	0	1	1	1	3	0	0	2	1	1	0	6	0	1	0	3	4	0	4	3	0	1	1	0	1	1	0	0	0	4	0	1	1	0	0	0	4	0	5	1	0	0	2	4
Swinging Singles Club	3	3	1	0	2	1	3	2	4	6	5	2	1	1	3	2	1	5	7	6	3	0	3	0	1	3	1	0	0	3	2	1	1	1	3	1	6	3	0	4	0	0	2	4	0	3	1	0	7	0	1	1	1	0	0	2	5	1	3	1	2	1	4	1	2	5	3	1	3	0	0	0	4	0	2	3	6	3	0	3	0	6	0	1	11	1	0	3	6	1	1	3	2	2	1	1	10	0	1	0	2	1	5	1	1	0	0	4	1	0	2	0	2	0	0	0	4	0	2	3	0	2	6	2	0	3	1	1	1	0	0	0	1	0	7	3	2	0	5	0	2	1	2	0	3	1	1	1	3	2	4	0	0	4	0	2	0	0	4	0	2	0	2	0	1	0	3	0	1	2	0	2	0	2	2	0	0	8	1	0	0	0	0	0	0	4	3	0	1	2	0	1	1	0	1	2	5	0	0	0	1	0	1	2	1	1	3	1	0	7	0	0	0	2	0	0	0	0	0	0	4	2	0	0	0	0	1	0	0	4	0	2	0	2	4	1	1	0	1	0	1	2	1	1	1	0	1	0	0	0	3	1	1	0	0	0	0	0	2	0	0	1	4	0	0	1	0	0	0	1	2	2	1	1	3	0	0	0	0	3	0	1	1	2	0	2	0	1	3	1	0	0	2	2	0	1	0	0	2	0	3	3	1	1	0	0	3	0	1	0	1	2	0	0	0	0	1	0	0	0	2	0	0	0	0	1	2	2	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	2	0	0	0	1	3	0	0	0	2	2	1	0	0	1	2	0	6	0	3	0	1	1	0	1	0	1	0	1	1	5	0	1	0	2	2	0	0	0	5	1	1	0	2	1	2	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	2	0	0	0	0	1	1	0	0	1	1	2	0	1	0	0	0	2	0	1	0	0	0	0	2	0	0	0	3	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	3	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0
sweeping the kitchen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
One Stunning Single Egg	0	0	0	0	0	2	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Room 19's Blog 2016	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	2	0	1	0	1	1	0	0	3	0	0	0	4	0	0	1	3	0	0	1	0	2	0	0	0	0	0	0	0	0	2	2	0	0	1	0	1	0	0	3	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	7	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Time Is Poetry	1	0	2	7	1	0	1	1	2	1	1	1	1	5	0	0	1	0	0	0	0	0	1	0	6	1	0	6	2	1	0	0	0	1	0	0	1	0	1	0	3	1	0	2	11	0	1	1	0	0	0	0	4	7	0	0	0	3	0	3	1	5	0	4	2	0	0	4	3	0	4	0	0	2	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	1	4	1	0	0	3	0	6	0	1	0	2	0	2	0	2	0	2	2	1	1	5	1	0	2	0	0	1	0	1	0	2	1	0	3	4	6	0	0	0	4	0	1	1	0	1	0	0	0	0	0	2	2	1	0	0	0	1	0	2	1	0	1	0	0	0	1	1	0	4	0	3	0	1	5	0	2	4	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	3	1	2	0	0	2	1	1	0	2	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	4	1	0	0	0	0	1	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	1	1	0	0	0	0	0	0	0	2	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	4	2	0	0	0	1	0	0	0	0	0	0	7	4	0	0	1	0	0	0	0	6	0	4	0	2	0	3	1	0	0	0	11	0	0	3	0	1	0	1	0	0	0	0	1	0	0	2	2	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	5	0	0	0	1	0	2	0	1	1	2	1	1	0	0	7	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1
this time tomorrow	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Wife's Tale	15	27	23	43	7	109	10	18	16	49	32	32	1	35	7	41	27	1	8	65	26	1	29	22	37	0	9	9	21	7	15	13	5	24	14	2	7	22	34	18	32	2	11	19	6	14	14	8	29	7	18	2	22	16	12	15	17	19	17	25	2	0	6	10	4	21	3	29	29	8	1	13	1	15	14	8	19	5	16	34	1	29	13	3	8	0	4	2	6	0	17	19	7	18	32	5	0	11	35	4	10	1	13	12	12	18	7	6	13	6	20	2	11	4	12	17	14	15	4	0	6	20	8	21	16	3	9	36	5	13	13	9	7	19	0	0	53	8	34	16	13	27	0	6	1	0	8	10	13	25	6	8	31	8	25	14	5	0	12	0	19	5	6	16	15	5	18	11	10	5	22	13	4	4	12	6	0	0	12	37	0	8	19	2	10	0	11	20	14	2	25	2	6	0	19	11	7	1	15	2	17	4	3	5	2	9	22	1	8	0	11	0	1	5	9	0	14	70	11	1	2	2	15	4	3	8	13	6	17	3	7	6	24	0	12	3	4	0	6	0	5	5	12	5	3	3	5	9	24	0	27	1	12	7	1	8	2	0	4	16	8	0	6	0	5	8	1	1	3	7	0	0	0	1	8	5	6	2	1	4	6	4	7	9	11	1	2	3	10	20	14	0	16	48	1	7	0	1	4	11	5	2	60	13	5	11	4	5	20	5	3	1	6	3	21	9	5	4	9	0	4	3	6	4	17	5	3	5	22	13	2	14	14	3	0	3	0	18	2	13	0	17	2	10	0	12	1	4	4	19	0	13	12	10	2	18	6	6	12	2	7	0	6	4	5	6	5	3	5	9	5	3	0	0	10	2	3	2	2	9	4	1	0	3	9	0	5	7	9	2	5	0	2	11	0	9	1	14	3	9	6	0	0	6	13	6	5	22	1	4	0	2	6	1	3	4	17	3	7	2	0	1	8	2	4	3	11	6	6	7	10	17	24	1	4	4	3	14	2	4	1	0	9	5	3	0	13	4	2	5	3	0	14	13	11	3	1	40	14	5	1	33	0	7	0	9	0	14	0	6	1	9	10	5	9	5	14	6	2	0	3	5	4	2	0	7	0	0	2	0	0	0	9	10	10	0	1	2	2	0
mouxlaloulouda	2	0	1	2	2	0	1	2	1	1	1	3	3	0	2	1	1	5	0	2	1	1	4	2	1	3	2	1	1	3	0	0	3	1	1	2	1	1	1	2	1	4	3	1	2	1	1	2	1	1	1	4	1	2	0	2	0	1	3	0	1	4	0	1	1	1	0	1	0	2	0	1	13	1	0	0	1	2	1	1	3	2	0	2	6	0	1	0	2	0	3	0	1	4	1	0	10	2	2	3	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	4	5	3	6	1	1	0	3	2	0	1	1	1	0	2	0	1	2	2	0	1	0	0	0	8	3	10	0	1	0	0	0	0	0	2	0	1	0	2	1	0	0	1	0	0	0	0	1	2	1	1	0	0	0	0	2	1	1	4	2	1	0	1	4	1	2	0	2	0	1	0	5	3	0	0	5	0	0	1	1	1	0	1	1	3	0	0	0	2	1	4	1	0	3	0	0	3	0	2	0	0	0	0	1	1	0	4	1	0	0	1	0	0	1	0	2	1	3	0	1	1	0	2	1	2	0	2	0	0	3	1	1	0	1	1	0	0	1	0	0	0	0	1	2	2	3	1	0	0	0	1	0	4	0	2	4	0	1	2	5	2	0	0	0	1	0	0	0	0	1	0	1	0	2	2	2	0	0	2	1	1	4	0	3	1	0	0	0	1	1	0	0	1	11	1	3	0	1	0	0	0	1	1	1	1	1	1	1	2	0	0	2	1	1	1	1	0	0	4	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	1	1	0	3	1	0	1	0	0	0	0	0	1	1	2	0	0	0	1	3	0	2	0	0	0	0	0	2	0	0	0	0	1	2	1	0	0	1	3	1	0	0	0	0	1	3	2	0	2	4	0	0	0	0	2	2	2	0	0	0	4	2	0	2	0	0	0	6	2	0	0	0	0	2	1	1	1	0	0	0	0	2	1	0	2	2	0	0	1	1	2	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	4	2	0	0	0	0	0	1	0
